VIN vs Q X,VIN vs Q Y,/Q X,/Q Y
1.799999927418647,0,0,1.799999927418647
1.799999884747139,0.036,0.036,1.799999884747139
1.799999745496977,0.07200000000000001,0.07200000000000001,1.799999745496977
1.799999287078122,0.108,0.108,1.799999287078122
1.799997782626867,0.144,0.144,1.799997782626867
1.799992903225953,0.18,0.18,1.799992903225953
1.799977428417385,0.216,0.216,1.799977428417385
1.79993014370897,0.252,0.252,1.79993014370897
1.799793520722041,0.288,0.288,1.799793520722041
1.799426854802028,0.3240000000000001,0.3240000000000001,1.799426854802028
1.798520408784673,0.3600000000000001,0.3600000000000001,1.798520408784673
1.796445173377548,0.3960000000000001,0.3960000000000001,1.796445173377548
1.792006349771021,0.4320000000000002,0.4320000000000002,1.792006349771021
1.783157549537175,0.4680000000000002,0.4680000000000002,1.783157549537175
1.766898161747051,0.5040000000000002,0.5040000000000002,1.766898161747051
1.739432862006351,0.5400000000000003,0.5400000000000003,1.739432862006351
1.696015045111661,0.5760000000000003,0.5760000000000003,1.696015045111661
1.629016561739387,0.6120000000000003,0.6120000000000003,1.629016561739387
1.517449707735792,0.6480000000000004,0.6480000000000004,1.517449707735792
1.22258391444866,0.6840000000000004,0.6840000000000004,1.22258391444866
1.074144065348531,0.7200000000000004,0.7200000000000004,1.074144065348531
0.996106641242,0.7560000000000004,0.7560000000000004,0.996106641242
0.9306815421159103,0.7920000000000005,0.7920000000000005,0.9306815421159103
0.870249421388009,0.8280000000000005,0.8280000000000005,0.870249421388009
0.8127318464028996,0.8640000000000005,0.8640000000000005,0.8127318464028996
0.7571939670450085,0.9000000000000006,0.9000000000000006,0.7571939670450085
0.7032442730931884,0.9360000000000006,0.9360000000000006,0.7032442730931884
0.6508125624543538,0.9720000000000006,0.9720000000000006,0.6508125624543538
0.6000863120185965,1.008000000000001,1.008000000000001,0.6000863120185965
0.5515200211027182,1.044000000000001,1.044000000000001,0.5515200211027182
0.5058780746674999,1.080000000000001,1.080000000000001,0.5058780746674999
0.4642315141859215,1.116000000000001,1.116000000000001,0.4642315141859215
0.4276984679993557,1.152000000000001,1.152000000000001,0.4276984679993557
0.3967973337757882,1.188000000000001,1.188000000000001,0.3967973337757882
0.3710747142968148,1.224000000000001,1.224000000000001,0.3710747142968148
0.3495730105461252,1.260000000000001,1.260000000000001,0.3495730105461252
0.3313654563253997,1.296000000000001,1.296000000000001,0.3313654563253997
0.3157166287744888,1.332000000000001,1.332000000000001,0.3157166287744888
0.302075219663525,1.368000000000001,1.368000000000001,0.302075219663525
0.2900379577751402,1.404000000000001,1.404000000000001,0.2900379577751402
0.2793120192202312,1.440000000000001,1.440000000000001,0.2793120192202312
0.2696816396375871,1.476000000000001,1.476000000000001,0.2696816396375871
0.2609830722410571,1.512000000000001,1.512000000000001,0.2609830722410571
0.2530881422851944,1.548000000000001,1.548000000000001,0.2530881422851944
0.2458939004129608,1.584000000000001,1.584000000000001,0.2458939004129608
0.2393159630922797,1.620000000000001,1.620000000000001,0.2393159630922797
0.2332840531587054,1.656000000000001,1.656000000000001,0.2332840531587054
0.2277388989375271,1.692000000000001,1.692000000000001,0.2277388989375271
0.2226299997018343,1.728000000000001,1.728000000000001,0.2226299997018343
0.2179139622689214,1.764000000000001,1.764000000000001,0.2179139622689214
0.2135532289794103,1.8,1.8,0.2135532289794103
