"/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=2) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=2) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=3) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=3) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=4) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=4) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=5) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=5) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=6) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=6) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=7) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=7) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=8) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=8) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=9) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=9) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=10) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=10) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=1) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=1) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=2) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=2) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=3) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=3) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=4) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=4) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=5) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=5) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=6) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=6) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=7) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=7) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=8) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=8) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=9) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=9) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=10) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=10) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=1) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=1) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=2) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=2) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=3) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=3) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=4) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=4) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=5) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=5) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=6) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=6) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=7) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=7) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=8) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=8) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=9) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=9) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=10) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=10) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=1) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=1) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=2) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=2) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=3) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=3) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=4) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=4) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=5) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=5) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=6) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=6) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=7) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=7) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=8) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=8) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=9) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=9) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=10) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=10) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=1) X","/VIN (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=1) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=2) X","/VIN (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=2) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=3) X","/VIN (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=3) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=4) X","/VIN (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=4) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=5) X","/VIN (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=5) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=6) X","/VIN (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=6) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=7) X","/VIN (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=7) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=8) X","/VIN (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=8) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=9) X","/VIN (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=9) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=10) X","/VIN (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=10) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=1) X","/VIN (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=1) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=2) X","/VIN (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=2) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=3) X","/VIN (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=3) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=4) X","/VIN (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=4) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=5) X","/VIN (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=5) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=6) X","/VIN (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=6) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=7) X","/VIN (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=7) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=8) X","/VIN (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=8) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=9) X","/VIN (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=9) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=10) X","/VIN (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=10) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=1) X","/VIN (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=1) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=2) X","/VIN (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=2) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=3) X","/VIN (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=3) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=4) X","/VIN (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=4) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=5) X","/VIN (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=5) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=6) X","/VIN (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=6) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=7) X","/VIN (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=7) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=8) X","/VIN (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=8) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=9) X","/VIN (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=9) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=10) X","/VIN (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=10) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=1) X","/VIN (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=1) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=2) X","/VIN (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=2) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=3) X","/VIN (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=3) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=4) X","/VIN (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=4) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=5) X","/VIN (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=5) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=6) X","/VIN (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=6) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=7) X","/VIN (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=7) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=8) X","/VIN (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=8) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=9) X","/VIN (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=9) Y","/VIN (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=10) X","/VIN (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=10) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=1) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=1) Y"
0,1.799999793,0,1.79999961,0,1.799999645,0,1.799999407,0,1.799999553,0,1.799999728,0,1.799999456,0,1.799999669,0,1.79999976,0,1.79999981,0,1.799999893,0,1.799999842,0,1.799999851,0,1.799999784,0,1.799999823,0,1.799999875,0,1.799999797,0,1.799999859,0,1.799999885,0,1.799999947,0,1.799999951,0,1.799999949,0,1.799999949,0,1.799999947,0,1.799999947,0,1.799999951,0,1.799999947,0,1.79999995,0,1.799999952,0,1.799999928,0,1.799999929,0,1.79999993,0,1.799999929,0,1.799999929,0,1.799999927,0,1.79999993,0,1.799999928,0,1.79999993,0,1.799999932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.799999501
0.036,1.799999414,0.036,1.799998808,0.036,1.799998925,0.036,1.799998143,0.036,1.799998623,0.036,1.799999197,0.036,1.799998304,0.036,1.799999003,0.036,1.799999301,0.036,1.799999507,0.036,1.799999783,0.036,1.79999961,0.036,1.799999643,0.036,1.799999418,0.036,1.799999554,0.036,1.799999722,0.036,1.799999463,0.036,1.799999667,0.036,1.799999754,0.036,1.799999933,0.036,1.799999945,0.036,1.799999938,0.036,1.799999939,0.036,1.799999929,0.036,1.799999934,0.036,1.799999943,0.036,1.799999931,0.036,1.799999941,0.036,1.799999945,0.036,1.799999921,0.036,1.799999926,0.036,1.799999924,0.036,1.799999923,0.036,1.79999992,0.036,1.79999992,0.036,1.799999925,0.036,1.79999992,0.036,1.799999925,0.036,1.799999928,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,1.799998451
0.072,1.799998168,0.072,1.799996197,0.072,1.799996576,0.072,1.799994056,0.072,1.799995598,0.072,1.799997459,0.072,1.799994572,0.072,1.799996826,0.072,1.799997797,0.072,1.799998506,0.072,1.799999422,0.072,1.799998848,0.072,1.799998958,0.072,1.799998215,0.072,1.799998667,0.072,1.799999217,0.072,1.799998365,0.072,1.799999033,0.072,1.799999318,0.072,1.799999887,0.072,1.799999928,0.072,1.799999903,0.072,1.799999907,0.072,1.799999874,0.072,1.799999893,0.072,1.799999919,0.072,1.79999988,0.072,1.799999911,0.072,1.799999925,0.072,1.7999999,0.072,1.799999917,0.072,1.799999907,0.072,1.799999909,0.072,1.799999896,0.072,1.799999902,0.072,1.799999914,0.072,1.799999897,0.072,1.799999911,0.072,1.799999918,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,1.799995045
0.108,1.79999413,0.108,1.799987866,0.108,1.799989059,0.108,1.799981181,0.108,1.799985975,0.108,1.799991862,0.108,1.799982773,0.108,1.799989853,0.108,1.799992941,0.108,1.799995237,0.108,1.799998231,0.108,1.799996347,0.108,1.799996707,0.108,1.799994291,0.108,1.799995759,0.108,1.799997556,0.108,1.799994777,0.108,1.799996952,0.108,1.799997884,0.108,1.799999738,0.108,1.799999874,0.108,1.799999789,0.108,1.799999805,0.108,1.799999695,0.108,1.799999761,0.108,1.799999844,0.108,1.799999717,0.108,1.799999816,0.108,1.799999859,0.108,1.799999836,0.108,1.799999893,0.108,1.799999858,0.108,1.799999864,0.108,1.799999819,0.108,1.799999845,0.108,1.799999881,0.108,1.799999827,0.108,1.79999987,0.108,1.799999889,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,1.799984252
0.144,1.799981353,0.144,1.799962187,0.144,1.799965781,0.144,1.799942272,0.144,1.799956455,0.144,1.799974347,0.144,1.79994693,0.144,1.799968211,0.144,1.799977688,0.144,1.79998474,0.144,1.799994336,0.144,1.799988276,0.144,1.799989422,0.144,1.799981758,0.144,1.799986394,0.144,1.799992152,0.144,1.799983281,0.144,1.79999021,0.144,1.799993213,0.144,1.799999253,0.144,1.799999698,0.144,1.799999418,0.144,1.799999472,0.144,1.799999111,0.144,1.799999331,0.144,1.799999598,0.144,1.799999184,0.144,1.799999508,0.144,1.799999647,0.144,1.79999963,0.144,1.799999817,0.144,1.799999701,0.144,1.799999722,0.144,1.799999572,0.144,1.799999661,0.144,1.799999776,0.144,1.799999601,0.144,1.799999739,0.144,1.799999798,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,1.799951341
0.18,1.799942519,0.18,1.799887119,0.18,1.799897266,0.18,1.79983166,0.18,1.799870742,0.18,1.799921989,0.18,1.799844289,0.18,1.799904301,0.18,1.799931829,0.18,1.799952087,0.18,1.799981843,0.18,1.799962941,0.18,1.799966465,0.18,1.799943067,0.18,1.799957105,0.18,1.799974974,0.18,1.79994763,0.18,1.799968926,0.18,1.799978322,0.18,1.79999768,0.18,1.799999123,0.18,1.799998214,0.18,1.799998388,0.18,1.799997222,0.18,1.799997934,0.18,1.799998797,0.18,1.799997459,0.18,1.799998505,0.18,1.799998955,0.18,1.799998962,0.18,1.799999572,0.18,1.79999919,0.18,1.799999261,0.18,1.799998771,0.18,1.799999066,0.18,1.799999436,0.18,1.799998867,0.18,1.799999313,0.18,1.799999505,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.799856599
0.216,1.799831268,0.216,1.799682891,0.216,1.799709251,0.216,1.799540769,0.216,1.799639526,0.216,1.799775363,0.216,1.799572027,0.216,1.799728177,0.216,1.799802402,0.216,1.799855372,0.216,1.799943051,0.216,1.799886887,0.216,1.799897132,0.216,1.79982976,0.216,1.799869679,0.216,1.799922398,0.216,1.799842523,0.216,1.799904472,0.216,1.799932531,0.216,1.799992649,0.216,1.799997262,0.216,1.799994348,0.216,1.799994903,0.216,1.799991204,0.216,1.799993454,0.216,1.799996211,0.216,1.79999195,0.216,1.799995277,0.216,1.799996716,0.216,1.799996801,0.216,1.799998776,0.216,1.799997535,0.216,1.799997768,0.216,1.799996185,0.216,1.799997138,0.216,1.799998331,0.216,1.799996495,0.216,1.799997934,0.216,1.799998554,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,1.799603692
0.252,1.799536084,0.252,1.799171445,0.252,1.799234068,0.252,1.798836756,0.252,1.79906554,0.252,1.799396437,0.252,1.798907497,0.252,1.799281019,0.252,1.799464959,0.252,1.79958781,0.252,1.799828551,0.252,1.799672733,0.252,1.799700307,0.252,1.799520757,0.252,1.799625361,0.252,1.79977037,0.252,1.799553455,0.252,1.799720816,0.252,1.799799228,0.252,1.799976954,0.252,1.799991311,0.252,1.799982198,0.252,1.799983916,0.252,1.799972544,0.252,1.799979417,0.252,1.799988005,0.252,1.799974804,0.252,1.799985086,0.252,1.799989597,0.252,1.79998989,0.252,1.799996199,0.252,1.799992225,0.252,1.799992967,0.252,1.799987946,0.252,1.799990956,0.252,1.799994769,0.252,1.799988921,0.252,1.799993497,0.252,1.799995481,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,1.798982521
0.288,1.798815607,0.288,1.797988779,0.288,1.798126143,0.288,1.797256806,0.288,1.797748309,0.288,1.798494737,0.288,1.797404991,0.288,1.798234215,0.288,1.798655329,0.288,1.798905094,0.288,1.799513308,0.288,1.799115536,0.288,1.799183415,0.288,1.798744242,0.288,1.798995013,0.288,1.799362333,0.288,1.798820503,0.288,1.799236427,0.288,1.799438496,0.288,1.799929896,0.288,1.799972774,0.288,1.799945365,0.288,1.799950441,0.288,1.799917122,0.288,1.79993706,0.288,1.799962732,0.288,1.799923592,0.288,1.799953969,0.288,1.799967588,0.288,1.799968275,0.288,1.799987955,0.288,1.799975506,0.288,1.799977803,0.288,1.79996233,0.288,1.799971536,0.288,1.799983449,0.288,1.79996528,0.288,1.799979471,0.288,1.799985703,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,1.79757041
0.324,1.797187235,0.324,1.795440212,0.324,1.795720582,0.324,1.793947404,0.324,1.794929042,0.324,1.796501455,0.324,1.79423439,0.324,1.795953357,0.324,1.796852934,0.324,1.797296589,0.324,1.798713208,0.324,1.797779069,0.324,1.797932544,0.324,1.79693978,0.324,1.797494537,0.324,1.798353694,0.324,1.797103319,0.324,1.798059478,0.324,1.798539442,0.324,1.799796807,0.324,1.799917354,0.324,1.799839571,0.324,1.799853613,0.324,1.799762364,0.324,1.7998162,0.324,1.799888467,0.324,1.799779512,0.324,1.799863674,0.324,1.799902551,0.324,1.799903089,0.324,1.799962179,0.324,1.799924568,0.324,1.799931373,0.324,1.799885776,0.324,1.799912593,0.324,1.799948445,0.324,1.79989423,0.324,1.799936451,0.324,1.799955374,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,1.794575118
